window_id,recording_id,true_family,predicted_family,action,classifier_confidence,memory_support,combined_support,novelty_score,classifier_memory_agree,used_repeat,fold_id,strategy,unknown_family,is_unknown
testing/avocado/avocado_6.csv#0:128,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9963321647639508,0.24265742494702477,0.49169848229734764,0.5083015177026524,True,False,outer-1-fruits,closed_set,fruits,False
testing/avocado/avocado_6.csv#128:256,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9823509227362126,0.30756153897003946,0.5496665913127592,0.4503334086872408,True,False,outer-1-fruits,closed_set,fruits,False
testing/avocado/avocado_6.csv#256:384,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9879100110387792,0.3241880952436648,0.5659228434608464,0.4340771565391536,True,False,outer-1-fruits,closed_set,fruits,False
testing/avocado/avocado_6.csv#384:512,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9972238062206985,0.3410810626486016,0.5832102155520247,0.4167897844479753,True,False,outer-1-fruits,closed_set,fruits,False
testing/brazil_nut/brazil_nut_6.csv#0:128,testing/brazil_nut/brazil_nut_6.csv,nuts,nuts,recognize,0.8524515526523593,0.500470808479729,0.6531669907043118,0.34683300929568817,True,False,outer-1-fruits,closed_set,fruits,False
testing/brazil_nut/brazil_nut_6.csv#128:256,testing/brazil_nut/brazil_nut_6.csv,nuts,nuts,recognize,0.4350043889048714,0.5356406909700647,0.482707003727951,0.5172929962720489,True,False,outer-1-fruits,closed_set,fruits,False
testing/brazil_nut/brazil_nut_6.csv#256:384,testing/brazil_nut/brazil_nut_6.csv,nuts,nuts,recognize,0.6401435049853155,0.47367056402614305,0.5506515550364555,0.44934844496354454,True,False,outer-1-fruits,closed_set,fruits,False
testing/brazil_nut/brazil_nut_6.csv#384:512,testing/brazil_nut/brazil_nut_6.csv,nuts,nuts,recognize,0.7704705793251658,0.48722748478208305,0.6126944119732078,0.38730558802679216,True,False,outer-1-fruits,closed_set,fruits,False
testing/broccoli/broccoli_6.csv#0:128,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.9999834123396889,0.15172209307954584,0.38951197204322763,0.6104880279567724,True,False,outer-1-fruits,closed_set,fruits,False
testing/broccoli/broccoli_6.csv#128:256,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.9995595839913273,0.29082472846251206,0.5391629109985027,0.46083708900149734,True,False,outer-1-fruits,closed_set,fruits,False
testing/broccoli/broccoli_6.csv#256:384,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.9992784170856044,0.21531313785961623,0.4638510230430583,0.5361489769569416,True,False,outer-1-fruits,closed_set,fruits,False
testing/broccoli/broccoli_6.csv#384:512,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.999961832534738,0.163146747439234,0.4039065740259974,0.5960934259740026,True,False,outer-1-fruits,closed_set,fruits,False
testing/brussel_sprouts/brussel_sprouts_6.csv#0:128,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,nuts,recognize,0.41989913222912323,0.20454394647152854,0.21100769844860648,0.7889923015513935,False,False,outer-1-fruits,closed_set,fruits,False
testing/brussel_sprouts/brussel_sprouts_6.csv#128:256,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,nuts,recognize,0.6444718750522186,0.45295038531762744,0.3890091331751141,0.6109908668248859,False,False,outer-1-fruits,closed_set,fruits,False
testing/brussel_sprouts/brussel_sprouts_6.csv#256:384,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,nuts,recognize,0.467439967059455,0.3726845024004818,0.3005149516794418,0.6994850483205581,False,False,outer-1-fruits,closed_set,fruits,False
testing/brussel_sprouts/brussel_sprouts_6.csv#384:512,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,nuts,recognize,0.5467661255580684,0.3875321133184079,0.33142643469611976,0.6685735653038802,False,False,outer-1-fruits,closed_set,fruits,False
testing/cabbage/cabbage_6.csv#0:128,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.8948985490199151,0.35627291712535925,0.5646486665091633,0.43535133349083666,True,False,outer-1-fruits,closed_set,fruits,False
testing/cabbage/cabbage_6.csv#128:256,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9371027858997643,0.588076712919125,0.7423532353262077,0.25764676467379233,True,False,outer-1-fruits,closed_set,fruits,False
testing/cabbage/cabbage_6.csv#256:384,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9143516703739076,0.6036672754178566,0.7429429194954232,0.25705708050457676,True,False,outer-1-fruits,closed_set,fruits,False
testing/cabbage/cabbage_6.csv#384:512,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9689837206154323,0.5474384417121614,0.7283261206754599,0.2716738793245401,True,False,outer-1-fruits,closed_set,fruits,False
testing/cabbage/cabbage_6.csv#512:640,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9103983223334513,0.39666610157692855,0.6009360643214768,0.39906393567852316,True,False,outer-1-fruits,closed_set,fruits,False
testing/cashew/cashew_6.csv#0:128,testing/cashew/cashew_6.csv,nuts,nuts,recognize,0.9756672430597897,0.03423807053177311,0.13159457920889372,0.8684054207911063,False,False,outer-1-fruits,closed_set,fruits,False
testing/cashew/cashew_6.csv#128:256,testing/cashew/cashew_6.csv,nuts,nuts,recognize,0.8581203446233705,0.3920715328004941,0.4176276562975828,0.5823723437024172,False,False,outer-1-fruits,closed_set,fruits,False
testing/cashew/cashew_6.csv#256:384,testing/cashew/cashew_6.csv,nuts,nuts,recognize,0.7085736049348063,0.32369394176795385,0.3448198568791785,0.6551801431208215,False,False,outer-1-fruits,closed_set,fruits,False
testing/cashew/cashew_6.csv#384:512,testing/cashew/cashew_6.csv,nuts,nuts,recognize,0.5028270670816423,0.19408957956986114,0.3123995743374538,0.6876004256625462,True,False,outer-1-fruits,closed_set,fruits,False
testing/cauliflower/cauliflower_6.csv#0:128,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.9079674453968859,0.6360861460936256,0.7599641525236435,0.24003584747635653,True,False,outer-1-fruits,closed_set,fruits,False
testing/cauliflower/cauliflower_6.csv#128:256,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.9207176184079969,0.7105040642240269,0.8088099961558021,0.19119000384419793,True,False,outer-1-fruits,closed_set,fruits,False
testing/cauliflower/cauliflower_6.csv#256:384,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.8792849653062167,0.6222127037736861,0.7396636233117949,0.2603363766882051,True,False,outer-1-fruits,closed_set,fruits,False
testing/cauliflower/cauliflower_6.csv#384:512,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.8277442044578711,0.46181431815019447,0.6182751211107292,0.38172487888927076,True,False,outer-1-fruits,closed_set,fruits,False
testing/chervil/chervil_6.csv#0:128,testing/chervil/chervil_6.csv,spices,nuts,recognize,0.7223168021739304,0.31954775197190266,0.4804317957277734,0.5195682042722266,True,False,outer-1-fruits,closed_set,fruits,False
testing/chervil/chervil_6.csv#128:256,testing/chervil/chervil_6.csv,spices,nuts,recognize,0.9372237139614916,0.23655298217117268,0.47085354888662884,0.5291464511133712,True,False,outer-1-fruits,closed_set,fruits,False
testing/chervil/chervil_6.csv#256:384,testing/chervil/chervil_6.csv,spices,nuts,recognize,0.9564640593031922,0.29773016624327875,0.5336367710175721,0.4663632289824279,True,False,outer-1-fruits,closed_set,fruits,False
testing/chervil/chervil_6.csv#384:512,testing/chervil/chervil_6.csv,spices,nuts,recognize,0.9260771749677635,0.07912417109053294,0.2706937177608426,0.7293062822391574,True,False,outer-1-fruits,closed_set,fruits,False
testing/chestnuts/chestnuts_6.csv#0:128,testing/chestnuts/chestnuts_6.csv,nuts,vegetables,recognize,0.9854945953443703,0.02703554195126031,0.11752416108328405,0.882475838916716,False,False,outer-1-fruits,closed_set,fruits,False
testing/chestnuts/chestnuts_6.csv#128:256,testing/chestnuts/chestnuts_6.csv,nuts,vegetables,recognize,0.5423293507263175,0.16779879896990707,0.2171993268429856,0.7828006731570144,False,False,outer-1-fruits,closed_set,fruits,False
testing/chestnuts/chestnuts_6.csv#256:384,testing/chestnuts/chestnuts_6.csv,nuts,nuts,recognize,0.538600187473156,0.17717518369576815,0.3089119407762212,0.6910880592237788,True,False,outer-1-fruits,closed_set,fruits,False
testing/chestnuts/chestnuts_6.csv#384:512,testing/chestnuts/chestnuts_6.csv,nuts,nuts,recognize,0.5287565304800317,0.03229015943708124,0.130666111416075,0.869333888583925,True,False,outer-1-fruits,closed_set,fruits,False
testing/cinnamon/cinnamon_6.csv#0:128,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.9335717007152038,0.18196520289464976,0.4121620602837497,0.5878379397162503,True,False,outer-1-fruits,closed_set,fruits,False
testing/cinnamon/cinnamon_6.csv#128:256,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.9981395954725963,0.051842138449630794,0.22747679244386407,0.7725232075561359,True,False,outer-1-fruits,closed_set,fruits,False
testing/cinnamon/cinnamon_6.csv#256:384,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.9906416481149736,0.3046336739135876,0.5493476174491666,0.4506523825508334,True,False,outer-1-fruits,closed_set,fruits,False
testing/cinnamon/cinnamon_6.csv#384:512,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.9479951828376372,0.25706910129186367,0.49366007503249376,0.5063399249675062,True,False,outer-1-fruits,closed_set,fruits,False
testing/cloves/cloves_6.csv#0:128,testing/cloves/cloves_6.csv,spices,spices,recognize,0.9331031587728202,0.17213093898227183,0.40076916409186153,0.5992308359081384,True,False,outer-1-fruits,closed_set,fruits,False
testing/cloves/cloves_6.csv#128:256,testing/cloves/cloves_6.csv,spices,spices,recognize,0.9968993095440118,0.29122934522058186,0.5388193882641499,0.4611806117358501,True,False,outer-1-fruits,closed_set,fruits,False
testing/cloves/cloves_6.csv#256:384,testing/cloves/cloves_6.csv,spices,spices,recognize,0.9638310891409797,0.27055021837329674,0.5106512622544513,0.48934873774554866,True,False,outer-1-fruits,closed_set,fruits,False
testing/cloves/cloves_6.csv#384:512,testing/cloves/cloves_6.csv,spices,spices,recognize,0.9959401680116453,0.31760858301924766,0.5624225684786575,0.43757743152134254,True,False,outer-1-fruits,closed_set,fruits,False
testing/cumin/cumin_6.csv#0:128,testing/cumin/cumin_6.csv,spices,spices,recognize,0.9999999999989413,0.0008397059980282353,0.02897768103260415,0.9710223189673959,True,False,outer-1-fruits,closed_set,fruits,False
testing/cumin/cumin_6.csv#128:256,testing/cumin/cumin_6.csv,spices,spices,recognize,0.9999973429044566,0.0755681395063999,0.27489623263084784,0.7251037673691522,True,False,outer-1-fruits,closed_set,fruits,False
testing/cumin/cumin_6.csv#256:384,testing/cumin/cumin_6.csv,spices,spices,recognize,0.9999999966844042,0.13758239396058222,0.37092100709506143,0.6290789929049385,True,False,outer-1-fruits,closed_set,fruits,False
testing/cumin/cumin_6.csv#384:512,testing/cumin/cumin_6.csv,spices,spices,recognize,0.9999999375197545,0.17560878684136302,0.4190570078990243,0.5809429921009757,True,False,outer-1-fruits,closed_set,fruits,False
testing/ginger/ginger_6.csv#0:128,testing/ginger/ginger_6.csv,spices,spices,recognize,0.999959665954393,0.2758353505628022,0.5251897038282382,0.47481029617176185,True,False,outer-1-fruits,closed_set,fruits,False
testing/ginger/ginger_6.csv#128:256,testing/ginger/ginger_6.csv,spices,spices,recognize,0.9998677652305136,0.38861490492698797,0.6233486316056336,0.3766513683943664,True,False,outer-1-fruits,closed_set,fruits,False
testing/ginger/ginger_6.csv#256:384,testing/ginger/ginger_6.csv,spices,spices,recognize,0.9998254164170306,0.37723698247120135,0.6141425918198257,0.38585740818017433,True,False,outer-1-fruits,closed_set,fruits,False
testing/ginger/ginger_6.csv#384:512,testing/ginger/ginger_6.csv,spices,spices,recognize,0.9998619739316009,0.348275648722786,0.5901081067095025,0.40989189329049747,True,False,outer-1-fruits,closed_set,fruits,False
testing/hazelnut/hazelnut_6.csv#0:128,testing/hazelnut/hazelnut_6.csv,nuts,nuts,recognize,0.8958436352929244,0.5542251067365854,0.7046268760056713,0.2953731239943287,True,False,outer-1-fruits,closed_set,fruits,False
testing/hazelnut/hazelnut_6.csv#128:256,testing/hazelnut/hazelnut_6.csv,nuts,nuts,recognize,0.6863309256723336,0.7082722671846269,0.6972152901112162,0.3027847098887838,True,False,outer-1-fruits,closed_set,fruits,False
testing/hazelnut/hazelnut_6.csv#256:384,testing/hazelnut/hazelnut_6.csv,nuts,nuts,recognize,0.8238185944358021,0.6158308661853888,0.7122730646255195,0.28772693537448046,True,False,outer-1-fruits,closed_set,fruits,False
testing/hazelnut/hazelnut_6.csv#384:512,testing/hazelnut/hazelnut_6.csv,nuts,nuts,recognize,0.8136459860861777,0.6649217018665966,0.735534413732863,0.264465586267137,True,False,outer-1-fruits,closed_set,fruits,False
testing/mustard/mustard_6.csv#0:128,testing/mustard/mustard_6.csv,spices,nuts,recognize,0.7057283268751264,0.43631205403501905,0.39953044317193176,0.6004695568280682,False,False,outer-1-fruits,closed_set,fruits,False
testing/mustard/mustard_6.csv#128:256,testing/mustard/mustard_6.csv,spices,nuts,recognize,0.6167128769174448,0.5076461777174741,0.4028603864329721,0.5971396135670279,False,False,outer-1-fruits,closed_set,fruits,False
testing/mustard/mustard_6.csv#256:384,testing/mustard/mustard_6.csv,spices,nuts,recognize,0.5601923861499334,0.7139118434906426,0.45532698620706163,0.5446730137929383,False,False,outer-1-fruits,closed_set,fruits,False
testing/mustard/mustard_6.csv#384:512,testing/mustard/mustard_6.csv,spices,spices,recognize,0.5004373878077961,0.5524807258240828,0.5258155677094005,0.4741844322905995,True,False,outer-1-fruits,closed_set,fruits,False
testing/nutmeg/nutmeg_6.csv#0:128,testing/nutmeg/nutmeg_6.csv,spices,spices,recognize,1.0,0.011463816668626264,0.10706921438315621,0.8929307856168438,True,False,outer-1-fruits,closed_set,fruits,False
testing/nutmeg/nutmeg_6.csv#128:256,testing/nutmeg/nutmeg_6.csv,spices,spices,recognize,1.0,0.05863003222552119,0.24213639178265045,0.7578636082173495,True,False,outer-1-fruits,closed_set,fruits,False
testing/nutmeg/nutmeg_6.csv#256:384,testing/nutmeg/nutmeg_6.csv,spices,spices,recognize,0.9999999999999998,0.03342450376372524,0.18282369584855576,0.8171763041514443,True,False,outer-1-fruits,closed_set,fruits,False
testing/nutmeg/nutmeg_6.csv#384:512,testing/nutmeg/nutmeg_6.csv,spices,spices,recognize,0.9999999999999996,0.11884028316961115,0.34473219050389114,0.6552678094961089,True,False,outer-1-fruits,closed_set,fruits,False
testing/peanuts/peanuts_6.csv#0:128,testing/peanuts/peanuts_6.csv,nuts,nuts,recognize,0.9765373576817313,0.4604248105762436,0.6705386103210139,0.3294613896789861,True,False,outer-1-fruits,closed_set,fruits,False
testing/peanuts/peanuts_6.csv#128:256,testing/peanuts/peanuts_6.csv,nuts,nuts,recognize,0.9477977959019284,0.47012738307551083,0.6675220576670936,0.3324779423329064,True,False,outer-1-fruits,closed_set,fruits,False
testing/peanuts/peanuts_6.csv#256:384,testing/peanuts/peanuts_6.csv,nuts,nuts,recognize,0.9370380704277054,0.48339795327376855,0.48457780463332123,0.5154221953666788,False,False,outer-1-fruits,closed_set,fruits,False
testing/peanuts/peanuts_6.csv#384:512,testing/peanuts/peanuts_6.csv,nuts,nuts,recognize,0.9393109330563721,0.35580181471402195,0.5781077188225205,0.42189228117747946,True,False,outer-1-fruits,closed_set,fruits,False
testing/pecans/pecans_6.csv#0:128,testing/pecans/pecans_6.csv,nuts,nuts,recognize,0.959716576177128,0.23797126785581976,0.4778964013414598,0.5221035986585403,True,False,outer-1-fruits,closed_set,fruits,False
testing/pecans/pecans_6.csv#128:256,testing/pecans/pecans_6.csv,nuts,nuts,recognize,0.9782913336093628,0.23629608539788685,0.3461743321586391,0.653825667841361,False,False,outer-1-fruits,closed_set,fruits,False
testing/pecans/pecans_6.csv#256:384,testing/pecans/pecans_6.csv,nuts,nuts,recognize,0.6358656068340832,0.3212913708763275,0.4519935093702458,0.5480064906297542,True,False,outer-1-fruits,closed_set,fruits,False
testing/pecans/pecans_6.csv#384:512,testing/pecans/pecans_6.csv,nuts,nuts,recognize,0.7073265028121616,0.2510863933843295,0.4214262219371932,0.5785737780628069,True,False,outer-1-fruits,closed_set,fruits,False
testing/pili_nut/pili_nut_6.csv#0:128,testing/pili_nut/pili_nut_6.csv,nuts,nuts,recognize,0.864844005696304,0.3103426194016631,0.518071379350006,0.481928620649994,True,False,outer-1-fruits,closed_set,fruits,False
testing/pili_nut/pili_nut_6.csv#128:256,testing/pili_nut/pili_nut_6.csv,nuts,nuts,recognize,0.8034321678623392,0.33528640736620985,0.5190181934431676,0.4809818065568324,True,False,outer-1-fruits,closed_set,fruits,False
testing/pili_nut/pili_nut_6.csv#256:384,testing/pili_nut/pili_nut_6.csv,nuts,nuts,recognize,0.9603945839332586,0.31156755181318635,0.5470171745847923,0.45298282541520773,True,False,outer-1-fruits,closed_set,fruits,False
testing/pili_nut/pili_nut_6.csv#384:512,testing/pili_nut/pili_nut_6.csv,nuts,nuts,recognize,0.7113935775057535,0.37752506240054473,0.5182363406199978,0.4817636593800022,True,False,outer-1-fruits,closed_set,fruits,False
testing/pistachios/pistachios_6.csv#0:128,testing/pistachios/pistachios_6.csv,nuts,nuts,recognize,0.9248510474394902,0.6470285758937466,0.7735664523094401,0.2264335476905599,True,False,outer-1-fruits,closed_set,fruits,False
testing/pistachios/pistachios_6.csv#128:256,testing/pistachios/pistachios_6.csv,nuts,nuts,recognize,0.9627642248866056,0.6930660687785789,0.8168593615199714,0.1831406384800286,True,False,outer-1-fruits,closed_set,fruits,False
testing/pistachios/pistachios_6.csv#256:384,testing/pistachios/pistachios_6.csv,nuts,nuts,recognize,0.7971205363677262,0.610382355142258,0.6975301501156725,0.30246984988432746,True,False,outer-1-fruits,closed_set,fruits,False
testing/pistachios/pistachios_6.csv#384:512,testing/pistachios/pistachios_6.csv,nuts,nuts,recognize,0.9762101342353454,0.5167796169728436,0.7102714264667769,0.2897285735332231,True,False,outer-1-fruits,closed_set,fruits,False
testing/pistachios/pistachios_6.csv#512:640,testing/pistachios/pistachios_6.csv,nuts,nuts,recognize,0.8640932635413909,0.6367224621089321,0.7417463112505628,0.2582536887494372,True,False,outer-1-fruits,closed_set,fruits,False
testing/potato/potato_6.csv#0:128,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.8330995641273913,0.23841053504376875,0.44566771571243735,0.5543322842875626,True,False,outer-1-fruits,closed_set,fruits,False
testing/potato/potato_6.csv#128:256,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.933657371283011,0.2757420251539825,0.507393904533274,0.49260609546672596,True,False,outer-1-fruits,closed_set,fruits,False
testing/potato/potato_6.csv#256:384,testing/potato/potato_6.csv,vegetables,nuts,recognize,0.4906213387330488,0.3210277160641003,0.2857439063092779,0.7142560936907221,False,False,outer-1-fruits,closed_set,fruits,False
testing/potato/potato_6.csv#384:512,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.8219603170879305,0.27552226394533696,0.4758869271552788,0.5241130728447212,True,False,outer-1-fruits,closed_set,fruits,False
testing/radish/radish_6.csv#0:128,testing/radish/radish_6.csv,vegetables,vegetables,recognize,0.9915623633470844,0.3647879309045173,0.6014232975934471,0.39857670240655285,True,False,outer-1-fruits,closed_set,fruits,False
testing/radish/radish_6.csv#128:256,testing/radish/radish_6.csv,vegetables,vegetables,recognize,0.9403866670802554,0.4905352189147223,0.679185379407345,0.320814620592655,True,False,outer-1-fruits,closed_set,fruits,False
testing/radish/radish_6.csv#256:384,testing/radish/radish_6.csv,vegetables,vegetables,recognize,0.9552968382350197,0.5001962508978459,0.6912567518510925,0.3087432481489075,True,False,outer-1-fruits,closed_set,fruits,False
testing/radish/radish_6.csv#384:512,testing/radish/radish_6.csv,vegetables,vegetables,recognize,0.954166454227471,0.48635210005510654,0.6812201250812143,0.3187798749187857,True,False,outer-1-fruits,closed_set,fruits,False
testing/radish/radish_6.csv#512:640,testing/radish/radish_6.csv,vegetables,vegetables,recognize,0.851315989421353,0.4545181246770434,0.622043846540881,0.37795615345911904,True,False,outer-1-fruits,closed_set,fruits,False
testing/saffron/saffron_6.csv#0:128,testing/saffron/saffron_6.csv,spices,spices,recognize,0.5213526916329625,0.5746792082376659,0.5473669263302331,0.4526330736697669,True,False,outer-1-fruits,closed_set,fruits,False
testing/saffron/saffron_6.csv#128:256,testing/saffron/saffron_6.csv,spices,spices,recognize,0.9028283536969921,0.6093596867889853,0.7417190861997649,0.2582809138002351,True,False,outer-1-fruits,closed_set,fruits,False
testing/saffron/saffron_6.csv#256:384,testing/saffron/saffron_6.csv,spices,spices,recognize,0.7596716328490369,0.6248173802695237,0.688952857241921,0.311047142758079,True,False,outer-1-fruits,closed_set,fruits,False
testing/saffron/saffron_6.csv#384:512,testing/saffron/saffron_6.csv,spices,spices,recognize,0.9911569598615982,0.49231252607801995,0.6985406120257247,0.3014593879742753,True,False,outer-1-fruits,closed_set,fruits,False
testing/star_anise/star_anise_6.csv#0:128,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9655520032351207,0.445431224037336,0.6558101940902731,0.3441898059097269,True,False,outer-1-fruits,closed_set,fruits,False
testing/star_anise/star_anise_6.csv#128:256,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9882578718010355,0.5096655383459704,0.7097048543275702,0.29029514567242976,True,False,outer-1-fruits,closed_set,fruits,False
testing/star_anise/star_anise_6.csv#256:384,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9878544183755417,0.4474167048785181,0.6648176958905877,0.3351823041094123,True,False,outer-1-fruits,closed_set,fruits,False
testing/star_anise/star_anise_6.csv#384:512,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9846611677470614,0.4070464597548317,0.6330899165122595,0.36691008348774046,True,False,outer-1-fruits,closed_set,fruits,False
testing/sweet_potato/sweet_potato_6.csv#0:128,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,1.0,1.260927446353292e-11,3.5509540216022116e-06,0.9999964490459784,True,False,outer-1-fruits,closed_set,fruits,False
testing/sweet_potato/sweet_potato_6.csv#128:256,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,1.0,4.869010148681961e-10,2.2065833654502977e-05,0.9999779341663455,True,False,outer-1-fruits,closed_set,fruits,False
testing/sweet_potato/sweet_potato_6.csv#256:384,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.9999999999885478,0.00048518816644885275,0.02202698723028858,0.9779730127697114,True,False,outer-1-fruits,closed_set,fruits,False
testing/sweet_potato/sweet_potato_6.csv#384:512,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.999999986321114,0.00827701115884302,0.09097808002822838,0.9090219199717716,True,False,outer-1-fruits,closed_set,fruits,False
testing/tomato/tomato_6.csv#0:128,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9967959758091952,0.47790311269587105,0.6901970005454475,0.3098029994545525,True,False,outer-1-fruits,closed_set,fruits,False
testing/tomato/tomato_6.csv#128:256,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9948869771323732,0.41972398662268356,0.6462026990666243,0.3537973009333757,True,False,outer-1-fruits,closed_set,fruits,False
testing/tomato/tomato_6.csv#256:384,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9759735556261818,0.5052990233047754,0.7022524363996173,0.2977475636003827,True,False,outer-1-fruits,closed_set,fruits,False
testing/tomato/tomato_6.csv#384:512,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9692146237226903,0.5061733200655861,0.7004217186422991,0.2995782813577009,True,False,outer-1-fruits,closed_set,fruits,False
testing/walnuts/walnuts_6.csv#0:128,testing/walnuts/walnuts_6.csv,nuts,nuts,recognize,0.8596155569669878,0.2680014553234087,0.4799773122615227,0.5200226877384773,True,False,outer-1-fruits,closed_set,fruits,False
testing/walnuts/walnuts_6.csv#128:256,testing/walnuts/walnuts_6.csv,nuts,nuts,recognize,0.9476376491449519,0.3367842479727458,0.5649331226065112,0.4350668773934888,True,False,outer-1-fruits,closed_set,fruits,False
testing/walnuts/walnuts_6.csv#256:384,testing/walnuts/walnuts_6.csv,nuts,nuts,recognize,0.9268209251797964,0.44058063983816553,0.6390143630867112,0.3609856369132888,True,False,outer-1-fruits,closed_set,fruits,False
testing/walnuts/walnuts_6.csv#384:512,testing/walnuts/walnuts_6.csv,nuts,nuts,recognize,0.7702909421579188,0.3358329565153235,0.5086148685222129,0.49138513147778706,True,False,outer-1-fruits,closed_set,fruits,False
testing/walnuts/walnuts_6.csv#512:640,testing/walnuts/walnuts_6.csv,nuts,vegetables,recognize,0.5645664589460307,0.12273900021837542,0.26323814831415354,0.7367618516858465,True,False,outer-1-fruits,closed_set,fruits,False
